basin_id,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
07014500,0.7315068493150685,0.8032786885245902,0.8767123287671232,0.8904109589041096,0.4767123287671233,0.8907103825136612,0.43561643835616437,0.5945205479452055,0.8082191780821918,0.7868852459016393,0.8438356164383561,0.7972602739726027,0.8767123287671232,0.9590163934426229,0.9616438356164384,0.9863013698630136
07056000,0.989041095890411,0.9754098360655737,0.9643835616438357,0.9671232876712329,0.9780821917808219,0.9836065573770492,0.9808219178082191,0.9780821917808219,0.915068493150685,0.8415300546448088,0.8301369863013699,0.7835616438356164,0.9041095890410958,0.953551912568306,0.9753424657534246,0.989041095890411
07067000,0.14246575342465753,0.6311475409836066,0.9780821917808219,0.9753424657534246,0.989041095890411,0.9480874316939891,0.9726027397260274,0.9753424657534246,0.9945205479452055,0.9918032786885246,0.9178082191780822,0.9232876712328767,0.9041095890410958,0.9344262295081968,0.9643835616438357,0.9671232876712329
07068000,0.7013698630136986,0.7841530054644809,0.8821917808219178,0.9561643835616438,0.915068493150685,0.9398907103825137,0.9342465753424658,0.7616438356164383,0.9260273972602739,0.9453551912568307,0.9287671232876712,0.8438356164383561,0.915068493150685,0.9207650273224044,0.9041095890410958,0.9917808219178083
07071500,0.6547945205479452,0.8060109289617486,0.947945205479452,0.9671232876712329,0.9780821917808219,0.9672131147540983,0.9561643835616438,0.8821917808219178,0.8767123287671232,0.8469945355191257,0.947945205479452,0.9315068493150684,0.9041095890410958,0.9207650273224044,0.9534246575342465,0.9753424657534246
07148400,0.8904109589041096,0.860655737704918,0.947945205479452,0.936986301369863,0.9452054794520548,0.8934426229508197,0.9397260273972603,0.9424657534246575,0.9068493150684932,0.8715846994535519,0.9342465753424658,0.9424657534246575,0.8273972602739726,0.819672131147541,0.8794520547945206,0.7561643835616438
07149000,0.5123287671232877,0.7923497267759563,0.8547945205479452,0.9123287671232877,0.9972602739726028,0.9098360655737705,0.9506849315068493,0.9671232876712329,0.9452054794520548,0.9480874316939891,0.8849315068493151,0.9232876712328767,0.8301369863013699,0.8524590163934426,0.9561643835616438,0.8931506849315068
07151500,0.0,0.01912568306010929,0.9753424657534246,0.9534246575342465,0.810958904109589,0.8852459016393442,0.936986301369863,0.9287671232876712,0.9095890410958904,0.8770491803278688,0.9123287671232877,0.6356164383561644,0.8493150684931506,0.9153005464480874,0.9397260273972603,0.9123287671232877
07226500,0.7068493150684931,0.3333333333333333,0.3178082191780822,0.5863013698630137,0.4602739726027397,0.9617486338797814,0.7315068493150685,0.19726027397260273,0.6465753424657534,0.4180327868852459,0.7315068493150685,0.863013698630137,0.7123287671232876,0.7459016393442623,0.4575342465753425,0.4136986301369863
07292500,0.8438356164383561,0.819672131147541,0.9260273972602739,0.8958904109589041,0.958904109589041,0.9316939890710383,0.6958904109589041,0.8410958904109589,0.9561643835616438,0.9836065573770492,0.7424657534246575,0.5342465753424658,0.7150684931506849,0.6857923497267759,0.6767123287671233,0.589041095890411
07301500,0.9287671232876712,0.8743169398907104,0.9041095890410958,0.9534246575342465,0.9013698630136986,0.8989071038251366,0.9123287671232877,0.9342465753424658,0.9178082191780822,0.9644808743169399,0.8876712328767123,0.9287671232876712,0.8904109589041096,0.8661202185792349,0.8876712328767123,0.915068493150685
08164000,0.9808219178082191,0.9972677595628415,0.9972602739726028,0.9315068493150684,0.989041095890411,0.9972677595628415,0.9972602739726028,0.9808219178082191,0.8438356164383561,0.9890710382513661,0.8794520547945206,0.7616438356164383,0.9232876712328767,0.860655737704918,0.9232876712328767,0.9972602739726028
09430500,0.9835616438356164,0.9316939890710383,0.8712328767123287,0.9780821917808219,0.9808219178082191,0.9972677595628415,0.9095890410958904,0.9972602739726028,0.9780821917808219,0.994535519125683,0.9972602739726028,0.8493150684931506,0.9972602739726028,0.8907103825136612,0.9643835616438357,1.0
12358500,0.2465753424657534,0.9234972677595629,0.9342465753424658,0.8767123287671232,0.958904109589041,0.7158469945355191,0.0,0.0,0.0,0.2103825136612022,0.9424657534246575,0.9452054794520548,0.7150684931506849,0.8005464480874317,0.9972602739726028,0.9917808219178083
12414500,0.821917808219178,0.7786885245901639,0.8383561643835616,0.9123287671232877,0.958904109589041,0.825136612021858,0.8246575342465754,0.7589041095890411,0.852054794520548,0.9289617486338798,0.8465753424657534,0.8876712328767123,0.810958904109589,0.8060109289617486,0.7890410958904109,0.863013698630137
13337000,0.6164383561643836,0.6912568306010929,0.5616438356164384,0.6410958904109589,0.7397260273972602,0.9890710382513661,0.9424657534246575,0.852054794520548,0.9397260273972603,0.9808743169398907,0.9452054794520548,0.9835616438356164,0.9698630136986301,0.860655737704918,0.8876712328767123,0.915068493150685
13338500,0.6821917808219178,0.9781420765027322,0.7095890410958904,0.8246575342465754,0.9945205479452055,0.9344262295081968,0.9397260273972603,0.810958904109589,0.9260273972602739,0.9726775956284153,0.7917808219178082,0.9424657534246575,0.9616438356164384,0.912568306010929,0.8657534246575342,0.9424657534246575
13340600,0.7561643835616438,0.9426229508196722,0.9397260273972603,0.9726027397260274,0.9917808219178083,0.9644808743169399,0.9780821917808219,0.9643835616438357,0.9753424657534246,0.9836065573770492,0.936986301369863,0.9835616438356164,0.9561643835616438,0.9153005464480874,0.8712328767123287,0.9506849315068493
