basin_id,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
01013500,0.20821917808219179,0.8005464480874317,0.6547945205479452,0.7616438356164383,0.7890410958904109,0.7076502732240437,0.6602739726027397,0.6876712328767123,0.7041095890410959,0.726775956284153,0.6328767123287671,0.7643835616438356,0.6575342465753424,0.6584699453551912,0.7315068493150685,0.7808219178082192
03164000,0.9287671232876712,0.9234972677595629,0.958904109589041,0.9972602739726028,0.9506849315068493,0.907103825136612,0.9287671232876712,0.9616438356164384,0.915068493150685,0.9699453551912568,0.9753424657534246,0.8821917808219178,0.9808219178082191,0.9617486338797814,0.947945205479452,0.8931506849315068
03213700,0.0,0.0,0.2493150684931507,0.9808219178082191,0.9972602739726028,0.9972677595628415,0.9643835616438357,0.9671232876712329,0.9835616438356164,0.9781420765027322,0.9863013698630136,0.7068493150684931,0.2493150684931507,0.9617486338797814,0.9808219178082191,0.9506849315068493
05056000,0.6465753424657534,0.8060109289617486,0.4904109589041096,0.8931506849315068,0.936986301369863,0.7513661202185792,0.7150684931506849,0.9315068493150684,0.8465753424657534,0.6830601092896175,0.6657534246575343,0.6602739726027397,0.6602739726027397,0.6857923497267759,0.6191780821917808,0.7232876712328767
05412500,0.40821917808219177,0.6092896174863388,0.7342465753424657,0.6986301369863014,0.7808219178082192,0.7076502732240437,0.7315068493150685,0.7287671232876712,0.6684931506849315,0.7076502732240437,0.7917808219178082,0.8438356164383561,0.7205479452054795,0.7213114754098361,0.7287671232876712,0.7671232876712328
05585000,0.6876712328767123,0.4918032786885246,0.5780821917808219,0.6767123287671233,0.7534246575342466,0.8169398907103825,0.7342465753424657,0.7479452054794521,0.8082191780821918,0.8142076502732241,0.8493150684931506,0.9452054794520548,0.8383561643835616,0.7978142076502732,0.9041095890410958,0.8
06043500,0.7397260273972602,0.8688524590163934,0.8794520547945206,0.9342465753424658,0.9342465753424658,0.9918032786885246,0.989041095890411,0.9972602739726028,0.9917808219178083,0.9836065573770492,0.9397260273972603,0.9095890410958904,0.989041095890411,0.9617486338797814,0.936986301369863,0.9506849315068493
06339500,0.0,0.0,0.0821917808219178,0.5671232876712329,0.5917808219178082,0.6939890710382514,0.6328767123287671,0.6547945205479452,0.6547945205479452,0.7131147540983607,0.7452054794520548,0.7780821917808219,0.5780821917808219,0.4781420765027322,0.6246575342465753,0.6356164383561644
06353000,0.0,0.0,0.0,0.0,0.0,0.0,0.11506849315068493,0.6301369863013698,0.6191780821917808,0.546448087431694,0.6054794520547945,0.5068493150684932,0.5917808219178082,0.5546448087431693,0.589041095890411,0.6328767123287671
06441500,0.684931506849315,0.6666666666666666,0.5561643835616439,0.7013698630136986,0.7397260273972602,0.6885245901639344,0.6547945205479452,0.7095890410958904,0.2958904109589041,0.6202185792349727,0.7095890410958904,0.7205479452054795,0.5726027397260274,0.5737704918032787,0.7589041095890411,0.29863013698630136
06450500,0.0,0.0,0.0,0.0,0.9397260273972603,0.9426229508196722,0.9041095890410958,0.9835616438356164,0.9863013698630136,0.9453551912568307,0.9808219178082191,0.989041095890411,0.8082191780821918,0.4016393442622951,0.6219178082191781,0.6246575342465753
06453600,0.0547945205479452,0.00273224043715847,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.1589041095890411,0.8136986301369863,0.15616438356164383,0.22404371584699453,0.7095890410958904,0.5123287671232877
06464500,0.6438356164383562,0.6311475409836066,0.5945205479452055,0.6684931506849315,0.7616438356164383,0.6912568306010929,0.4438356164383562,0.4301369863013699,0.5753424657534246,0.6912568306010929,0.7068493150684931,0.6246575342465753,0.6821917808219178,0.6666666666666666,0.6301369863013698,0.673972602739726
06468170,0.6164383561643836,0.5327868852459017,0.5780821917808219,0.6958904109589041,0.663013698630137,0.6639344262295082,0.6273972602739726,0.6301369863013698,0.5561643835616439,0.6475409836065574,0.6191780821917808,0.31232876712328766,0.5671232876712329,0.4918032786885246,0.5808219178082191,0.6273972602739726
06775500,0.2410958904109589,0.8797814207650273,0.4301369863013699,0.6301369863013698,0.6191780821917808,0.6666666666666666,0.7178082191780822,0.8191780821917808,0.9424657534246575,0.9453551912568307,0.8657534246575342,0.9616438356164384,0.915068493150685,0.8387978142076503,0.852054794520548,0.9178082191780822
