basin_id,year,expected_days,valid_days,valid_runoff_days,q_completeness,runoff_completeness
07292500,2009,365,247,247,0.6767123287671233,0.6767123287671233
07292500,2010,365,215,215,0.589041095890411,0.589041095890411
07301500,1995,365,339,339,0.9287671232876712,0.9287671232876712
07301500,1996,366,320,320,0.8743169398907104,0.8743169398907104
07301500,1997,365,330,330,0.9041095890410958,0.9041095890410958
07301500,1998,365,348,348,0.9534246575342465,0.9534246575342465
07301500,1999,365,329,329,0.9013698630136986,0.9013698630136986
07301500,2000,366,329,329,0.8989071038251366,0.8989071038251366
07301500,2001,365,333,333,0.9123287671232877,0.9123287671232877
07301500,2002,365,341,341,0.9342465753424658,0.9342465753424658
07301500,2003,365,335,335,0.9178082191780822,0.9178082191780822
07301500,2004,366,353,353,0.9644808743169399,0.9644808743169399
07301500,2005,365,324,324,0.8876712328767123,0.8876712328767123
07301500,2006,365,339,339,0.9287671232876712,0.9287671232876712
07301500,2007,365,325,325,0.8904109589041096,0.8904109589041096
07301500,2008,366,317,317,0.8661202185792349,0.8661202185792349
07301500,2009,365,324,324,0.8876712328767123,0.8876712328767123
07301500,2010,365,334,334,0.915068493150685,0.915068493150685
08164000,1995,365,358,358,0.9808219178082191,0.9808219178082191
08164000,1996,366,365,365,0.9972677595628415,0.9972677595628415
08164000,1997,365,364,364,0.9972602739726028,0.9972602739726028
08164000,1998,365,340,340,0.9315068493150684,0.9315068493150684
08164000,1999,365,361,361,0.989041095890411,0.989041095890411
08164000,2000,366,365,365,0.9972677595628415,0.9972677595628415
08164000,2001,365,364,364,0.9972602739726028,0.9972602739726028
08164000,2002,365,358,358,0.9808219178082191,0.9808219178082191
08164000,2003,365,308,308,0.8438356164383561,0.8438356164383561
08164000,2004,366,362,362,0.9890710382513661,0.9890710382513661
08164000,2005,365,321,321,0.8794520547945206,0.8794520547945206
08164000,2006,365,278,278,0.7616438356164383,0.7616438356164383
08164000,2007,365,337,337,0.9232876712328767,0.9232876712328767
08164000,2008,366,315,315,0.860655737704918,0.860655737704918
08164000,2009,365,337,337,0.9232876712328767,0.9232876712328767
08164000,2010,365,364,364,0.9972602739726028,0.9972602739726028
09430500,1995,365,359,359,0.9835616438356164,0.9835616438356164
09430500,1996,366,341,341,0.9316939890710383,0.9316939890710383
09430500,1997,365,318,318,0.8712328767123287,0.8712328767123287
09430500,1998,365,357,357,0.9780821917808219,0.9780821917808219
09430500,1999,365,358,358,0.9808219178082191,0.9808219178082191
09430500,2000,366,365,365,0.9972677595628415,0.9972677595628415
09430500,2001,365,332,332,0.9095890410958904,0.9095890410958904
09430500,2002,365,364,364,0.9972602739726028,0.9972602739726028
09430500,2003,365,357,357,0.9780821917808219,0.9780821917808219
09430500,2004,366,364,364,0.994535519125683,0.994535519125683
09430500,2005,365,364,364,0.9972602739726028,0.9972602739726028
09430500,2006,365,310,310,0.8493150684931506,0.8493150684931506
09430500,2007,365,364,364,0.9972602739726028,0.9972602739726028
09430500,2008,366,326,326,0.8907103825136612,0.8907103825136612
09430500,2009,365,352,352,0.9643835616438357,0.9643835616438357
09430500,2010,365,365,365,1.0,1.0
12358500,1995,365,90,90,0.2465753424657534,0.2465753424657534
12358500,1996,366,338,338,0.9234972677595629,0.9234972677595629
12358500,1997,365,341,341,0.9342465753424658,0.9342465753424658
12358500,1998,365,320,320,0.8767123287671232,0.8767123287671232
12358500,1999,365,350,350,0.958904109589041,0.958904109589041
12358500,2000,366,262,262,0.7158469945355191,0.7158469945355191
12358500,2001,365,0,0,0.0,0.0
12358500,2002,365,0,0,0.0,0.0
12358500,2003,365,0,0,0.0,0.0
12358500,2004,366,77,77,0.2103825136612022,0.2103825136612022
