basin_id,year,expected_days,valid_days,valid_runoff_days,q_completeness,runoff_completeness
12358500,2005,365,344,344,0.9424657534246575,0.9424657534246575
12358500,2006,365,345,345,0.9452054794520548,0.9452054794520548
12358500,2007,365,261,261,0.7150684931506849,0.7150684931506849
12358500,2008,366,293,293,0.8005464480874317,0.8005464480874317
12358500,2009,365,364,364,0.9972602739726028,0.9972602739726028
12358500,2010,365,362,362,0.9917808219178083,0.9917808219178083
12414500,1995,365,300,300,0.821917808219178,0.821917808219178
12414500,1996,366,285,285,0.7786885245901639,0.7786885245901639
12414500,1997,365,306,306,0.8383561643835616,0.8383561643835616
12414500,1998,365,333,333,0.9123287671232877,0.9123287671232877
12414500,1999,365,350,350,0.958904109589041,0.958904109589041
12414500,2000,366,302,302,0.825136612021858,0.825136612021858
12414500,2001,365,301,301,0.8246575342465754,0.8246575342465754
12414500,2002,365,277,277,0.7589041095890411,0.7589041095890411
12414500,2003,365,311,311,0.852054794520548,0.852054794520548
12414500,2004,366,340,340,0.9289617486338798,0.9289617486338798
12414500,2005,365,309,309,0.8465753424657534,0.8465753424657534
12414500,2006,365,324,324,0.8876712328767123,0.8876712328767123
12414500,2007,365,296,296,0.810958904109589,0.810958904109589
12414500,2008,366,295,295,0.8060109289617486,0.8060109289617486
12414500,2009,365,288,288,0.7890410958904109,0.7890410958904109
12414500,2010,365,315,315,0.863013698630137,0.863013698630137
13337000,1995,365,225,225,0.6164383561643836,0.6164383561643836
13337000,1996,366,253,253,0.6912568306010929,0.6912568306010929
13337000,1997,365,205,205,0.5616438356164384,0.5616438356164384
13337000,1998,365,234,234,0.6410958904109589,0.6410958904109589
13337000,1999,365,270,270,0.7397260273972602,0.7397260273972602
13337000,2000,366,362,362,0.9890710382513661,0.9890710382513661
13337000,2001,365,344,344,0.9424657534246575,0.9424657534246575
13337000,2002,365,311,311,0.852054794520548,0.852054794520548
13337000,2003,365,343,343,0.9397260273972603,0.9397260273972603
13337000,2004,366,359,359,0.9808743169398907,0.9808743169398907
13337000,2005,365,345,345,0.9452054794520548,0.9452054794520548
13337000,2006,365,359,359,0.9835616438356164,0.9835616438356164
13337000,2007,365,354,354,0.9698630136986301,0.9698630136986301
13337000,2008,366,315,315,0.860655737704918,0.860655737704918
13337000,2009,365,324,324,0.8876712328767123,0.8876712328767123
13337000,2010,365,334,334,0.915068493150685,0.915068493150685
13338500,1995,365,249,249,0.6821917808219178,0.6821917808219178
13338500,1996,366,358,358,0.9781420765027322,0.9781420765027322
13338500,1997,365,259,259,0.7095890410958904,0.7095890410958904
13338500,1998,365,301,301,0.8246575342465754,0.8246575342465754
13338500,1999,365,363,363,0.9945205479452055,0.9945205479452055
13338500,2000,366,342,342,0.9344262295081968,0.9344262295081968
13338500,2001,365,343,343,0.9397260273972603,0.9397260273972603
13338500,2002,365,296,296,0.810958904109589,0.810958904109589
13338500,2003,365,338,338,0.9260273972602739,0.9260273972602739
13338500,2004,366,356,356,0.9726775956284153,0.9726775956284153
13338500,2005,365,289,289,0.7917808219178082,0.7917808219178082
13338500,2006,365,344,344,0.9424657534246575,0.9424657534246575
13338500,2007,365,351,351,0.9616438356164384,0.9616438356164384
13338500,2008,366,334,334,0.912568306010929,0.912568306010929
13338500,2009,365,316,316,0.8657534246575342,0.8657534246575342
13338500,2010,365,344,344,0.9424657534246575,0.9424657534246575
13340600,1995,365,276,276,0.7561643835616438,0.7561643835616438
13340600,1996,366,345,345,0.9426229508196722,0.9426229508196722
13340600,1997,365,343,343,0.9397260273972603,0.9397260273972603
13340600,1998,365,355,355,0.9726027397260274,0.9726027397260274
13340600,1999,365,362,362,0.9917808219178083,0.9917808219178083
13340600,2000,366,353,353,0.9644808743169399,0.9644808743169399
13340600,2001,365,357,357,0.9780821917808219,0.9780821917808219
13340600,2002,365,352,352,0.9643835616438357,0.9643835616438357
13340600,2003,365,356,356,0.9753424657534246,0.9753424657534246
13340600,2004,366,360,360,0.9836065573770492,0.9836065573770492
13340600,2005,365,342,342,0.936986301369863,0.936986301369863
13340600,2006,365,359,359,0.9835616438356164,0.9835616438356164
13340600,2007,365,349,349,0.9561643835616438,0.9561643835616438
13340600,2008,366,335,335,0.9153005464480874,0.9153005464480874
13340600,2009,365,318,318,0.8712328767123287,0.8712328767123287
13340600,2010,365,347,347,0.9506849315068493,0.9506849315068493
